"Category","Minifilter","Altitude","Company"
"FSFilter Anti-Virus","mscan-rt.sys","324800","SecureBrain Corporation"
"FSFilter Anti-Virus","dsfilter.sys","324700.5","Cortex Security S.A"
"FSFilter Anti-Virus","dptpp103.sys","324650.5","DataPatrol FZCO"
"FSFilter Anti-Virus","sysdiag.sys","324600","Huorong Security"
"FSFilter Anti-Virus","agentrtm64.sys","324510","WINS CO. LTD"
"FSFilter Anti-Virus","rswmon.sys","324500","WINS CO. LTD"
"FSFilter Anti-Virus","mwfsmfltr.sys","324420","MicroWorld Software Services Pvt. Ltd."
"FSFilter Anti-Virus","gtkdrv.sys","324410","GridinSoft LLC"
"FSFilter Anti-Virus","GbpKm.sys","324400","GAS Tecnologia"
"FSFilter Anti-Virus","crnsysm.sys","324310","Coranti Inc."
"FSFilter Anti-Virus","crncache32.sys","324300","Coranti Inc."
"FSFilter Anti-Virus","crncache64.sys","324300","Coranti Inc."
"FSFilter Anti-Virus","egambit.sys","324242","TEHTRI-Security"
"FSFilter Anti-Virus","drwebfwft.sys","324210","Doctor Web"
"FSFilter Anti-Virus","DwShield.sys","324200","Doctor Web"
"FSFilter Anti-Virus","DwShield64.sys","324200","Doctor Web"
"FSFilter Anti-Virus","IProtect.sys","324150","EveryZone Inc."
"FSFilter Anti-Virus","TvFiltr.sys","324140","EveryZone INC."
"FSFilter Anti-Virus","TvDriver.sys","324130","EveryZone INC."
"FSFilter Anti-Virus","TvSPFltr.sys","324120","EveryZone INC."
"FSFilter Anti-Virus","TvPtFile.sys","324110","EveryZone INC."
"FSFilter Anti-Virus","TvStFltr.sys","324101","EveryZone INC."
"FSFilter Anti-Virus","TvMFltr.sys","324100","Everyzone"
"FSFilter Anti-Virus","SophosED.sys","324050","Sophos"
"FSFilter Anti-Virus","SAVOnAccess.sys","324010","Sophos"
"FSFilter Anti-Virus","savonaccess.sys","324000","Sophos"
"FSFilter Anti-Virus","sld.sys","323990","Sophos"
"FSFilter Anti-Virus","OADevice.sys","323900","Tall Emu"
"FSFilter Anti-Virus","mshield.sys","323850.5","NordVPN"
"FSFilter Anti-Virus","pwipf6.sys","323800","PWI, Inc."
"FSFilter Anti-Virus","EstRkmon.sys","323700","ESTsoft corp."
"FSFilter Anti-Virus","EstRkr.sys - 64bit","323700","ESTsoft corp."
"FSFilter Anti-Virus","dwprot.sys","323610","Doctor Web"
"FSFilter Anti-Virus","Spiderg3.sys","323600","Doctor Web Ltd."
"FSFilter Anti-Virus","STKrnl64.sys","323500","Verdasys Inc"
"FSFilter Anti-Virus","UFDFilter.sys","323400","Yoggie"
"FSFilter Anti-Virus","SCFltr.sys","323300","SecurityCoverage, Inc."
"FSFilter Anti-Virus","fildds.sys","323200","Filseclab"
"FSFilter Anti-Virus","fsfilter.sys","323100","MastedCode Ltd"
"FSFilter Anti-Virus","fpav_rtp.sys","323000","f-protect"
"FSFilter Anti-Virus","cwdriver.sys","322900","Leith Bade"
"FSFilter Anti-Virus","AYFilter.sys","322810","ESTsoft"
"FSFilter Anti-Virus","Rtw.sys","322800","ESTsoft"
"FSFilter Anti-Virus","EscFilter.sys","322790.5","ESTsecurity Corp"
"FSFilter Anti-Virus","RSRtw.sys","322790","ESTsecurity Corp"
"FSFilter Anti-Virus","RSPCRtw.sys","322780","ESTsecurity Corp"
"FSFilter Anti-Virus","HookSys.sys","322700","Beijing Rising Information Technology Corporation Limited"
"FSFilter Anti-Virus","snscore.sys","322600","S.N.Safe&Software"
"FSFilter Anti-Virus","ssvhook.sys","322500","SecuLution GmbH"
"FSFilter Anti-Virus","strapvista.sys","322400","AvSoft Technologies"
"FSFilter Anti-Virus","strapvista64.sys","322400","AvSoft Technologies"
"FSFilter Anti-Virus","sascan.sys","322300","SecureAge Technology"
"FSFilter Anti-Virus","savant.sys","322200","Savant Protection, Inc."
"FSFilter Anti-Virus","VrARnFlt.sys","322161","HAURI"
"FSFilter Anti-Virus","VrBBDFlt.sys","322160","HAURI"
"FSFilter Anti-Virus","vrSDfmx.sys","322153","HAURI"
"FSFilter Anti-Virus","vrSDfmx.sys","322152","HAURI"
"FSFilter Anti-Virus","vrSDam.sys","322151","HAURI"
"FSFilter Anti-Virus","vrSDam.sys","322150","HAURI"
"FSFilter Anti-Virus","VRAPTFLT.sys","322140","HAURI Inc."
"FSFilter Anti-Virus","VrAptDef.sys","322130","HAURI"
"FSFilter Anti-Virus","VrSdCore.sys","322120","HAURI"
"FSFilter Anti-Virus","VrFsFtM.sys","322110","HAURI"
"FSFilter Anti-Virus","VrFsFtMX.sys(AMD64)","322110","HAURI"
"FSFilter Anti-Virus","vradfil2.sys","322100","HAURI"
"FSFilter Anti-Virus","zgflt.sys","322050","ZeroGuard Ltd"
"FSFilter Anti-Virus","fsgk.sys","322000","f-secure"
"FSFilter Anti-Virus","bouncer.sys","321950","CoreTrace Corporation"
"FSFilter Anti-Virus","PCTCore64.sys","321910","PC Tools Pty. Ltd."
"FSFilter Anti-Virus","PCTCore.sys (Old name)","321910","PC Tools Pty. Ltd."
"FSFilter Anti-Virus","ikfilesec.sys","321900","PC Tools Pty. Ltd."
"FSFilter Anti-Virus","ZxFsFilt.sys","321800","Australian Projects"
"FSFilter Anti-Virus","OrionMiniFilter.sys","321750.5","Orion Security"
"FSFilter Anti-Virus","antispyfilter.sys","321700","C-NetMedia Inc"
"FSFilter Anti-Virus","dfndr_am.sys","321654","PSafe Ltd."
"FSFilter Anti-Virus","hlprotect.sys","321650","HarfangLab"
"FSFilter Anti-Virus","PZDrvXP.sys","321600","VisionPower Co.,Ltd."
"FSFilter Anti-Virus","haggc.sys","321510.1","Quick Heal Technologies Pvt. Ltd."
"FSFilter Anti-Virus","ggc.sys","321510","Quick Heal TechnologiesPvt. Ltd."
"FSFilter Anti-Virus","catflt.sys","321500","Quick Heal TechnologiesPvt. Ltd."
"FSFilter Anti-Virus","shhflt.sys","321495","Quick Heal Technologies Pvt. Ltd."
"FSFilter Anti-Virus","snsrflt.sys(retired)","321495","Quick Heal Technologies Pvt. Ltd."
"FSFilter Anti-Virus","ztflt.sys","321490.1","Quick Heal Technologies Pvt. Ltd"
"FSFilter Anti-Virus","bdsflt.sys","321490","Quick Heal Technologies Pvt. Ltd."
"FSFilter Anti-Virus","dartflt.sys","321485","Quick Heal Technologies Pvt. Ltd."
"FSFilter Anti-Virus","arwflt.sys","321480","Quick Heal Technologies Pvt. Ltd."
"FSFilter Anti-Virus","csagent.sys","321410","CrowdStrike Ltd."
"FSFilter Anti-Virus","kmkuflt.sys","321400","Komoku Inc."
"FSFilter Anti-Virus","ntguard.sys","321337","IKARUS Security"
"FSFilter Anti-Virus","epdrv.sys","321320","McAfee Inc."
"FSFilter Anti-Virus","mfencoas.sys","321310","McAfee Inc."
"FSFilter Anti-Virus","mfehidk.sys","321300","McAfee Inc."
"FSFilter Anti-Virus","swin.sys","321250","McAfee Inc."
"FSFilter Anti-Virus","CyvrFsfd.sys","321234","Palo Alto Networks"
"FSFilter Anti-Virus","cmdccav.sys","321210","Comodo Group Inc."
"FSFilter Anti-Virus","cmdguard.sys","321200","Comodo Group Inc."
"FSFilter Anti-Virus","mfesec.sys","321150.5","McAfee, LLC"
"FSFilter Anti-Virus","cbfilter20.sys","321120.5","CMC Cyber Security"
"FSFilter Anti-Virus","cbprocess20.sys","321120","CMC Cyber Security"
"FSFilter Anti-Virus","cbregistry20.sys","321120","CMC Cyber Security"
"FSFilter Anti-Virus","nycu_filter.sys","321110.5","NYCU"
"FSFilter Anti-Virus","K7Sentry.sys","321100","K7 Computing Private Ltd."
"FSFilter Anti-Virus","nsminflt.sys","321050","NHN"
"FSFilter Anti-Virus","nsminflt64.sys","321050","NHN"
"FSFilter Anti-Virus","nvcmflt.sys","321000","Norman"
"FSFilter Anti-Virus","dgsafe.sys","320950","KINGSOFT"
"FSFilter Anti-Virus","issfltr.sys","320900","ISS"
"FSFilter Anti-Virus","hbflt.sys","320840","BitDefender SRL"
"FSFilter Anti-Virus","vlflt.sys","320832","BitDefender SRL"
"FSFilter Anti-Virus","bdsvm.sys","320830","Bitdefender"
"FSFilter Anti-Virus","gzflt.sys","320820","BitDefender SRL"
"FSFilter Anti-Virus","bddevflt.sys","320812","BitDefender SRL"
"FSFilter Anti-Virus","ignis.sys","320811","BitDefender SRL"
"FSFilter Anti-Virus","AVCKF.SYS","320810","BitDefender SRL"
"FSFilter Anti-Virus","bdfsfltr.sys","320800","Softwin"
"FSFilter Anti-Virus","bdfm.sys","320790","Softwin"
"FSFilter Anti-Virus","gemma.sys","320782","BitDefender SRL"
"FSFilter Anti-Virus","Atc.sys","320781","BitDefender SRL"
"FSFilter Anti-Virus","AVC3.SYS","320780","BitDefender SRL"
"FSFilter Anti-Virus","TRUFOS.SYS","320770","BitDefender SRL"
"FSFilter Anti-Virus","aswmonflt.sys","320700","Alwil"
"FSFilter Anti-Virus","kavnsi.sys","320650","AVNOS"
"FSFilter Anti-Virus","TaegisKM.x64.sys","320640.5","Secureworks Inc."
"FSFilter Anti-Virus","TaegisKM.x86.sys","320640.5","Secureworks Inc."
"FSFilter Anti-Virus","CiscoSAM.sys","320618","Cisco Systems"
"FSFilter Anti-Virus","immunetselfprotect.sys","320616","Cisco Systems"
"FSFilter Anti-Virus","immunetprotect.sys","320614","Cisco Systems"
"FSFilter Anti-Virus","CiscoAMPCEFWDriver.sys","320612","Cisco Systems"
"FSFilter Anti-Virus","CiscoAMPHeurDriver.sys","320610","Cisco Systems"
"FSFilter Anti-Virus","HookCentre.sys","320602","G Data"
"FSFilter Anti-Virus","PktIcpt.sys","320601","G Data"
"FSFilter Anti-Virus","MiniIcpt.sys","320600","G Data"
"FSFilter Anti-Virus","acdrv.sys","320520","OnMoon Company LLC"
"FSFilter Anti-Virus","tmfsdrv2.sys","320510","Teramind"
"FSFilter Anti-Virus","avgntflt.sys","320500","Avira GmbH"
"FSFilter Anti-Virus","klam.sys","320450","Kaspersky Lab"
"FSFilter Anti-Virus","klbg.sys","320440","Kaspersky"
"FSFilter Anti-Virus","kldback.sys","320430","Kaspersky"
"FSFilter Anti-Virus","kldlinf.sys","320420","Kaspersky"
"FSFilter Anti-Virus","kldtool.sys","320410","Kaspersky"
"FSFilter Anti-Virus","klif.sys","320401","Kaspersky Lab"
"FSFilter Anti-Virus","klif.sys","320400","Kaspersky"
"FSFilter Anti-Virus","klam.sys","320350","Kaspersky Lab"
"FSFilter Anti-Virus","hsmltwhl.sys","320340","Hitachi Solutions"
"FSFilter Anti-Virus","hssfwhl.sys","320330","Hitachi Solutions"
"FSFilter Anti-Virus","DeepInsFS.sys","320323","Deep Instinct Ltd."
"FSFilter Anti-Virus","DeepInsFS.sys","320322","Deep Instinct Ltd."
"FSFilter Anti-Virus","DeepInsFS.sys","320321","Deep Instinct Ltd."
"FSFilter Anti-Virus","DeepInsFS.sys","320320","Deep Instinct Ltd."
"FSFilter Anti-Virus","avfsmn.sys","320310","Anvisoft"
"FSFilter Anti-Virus","lbd.sys","320300","Lavasoft AB"
"FSFilter Anti-Virus","oavnflt.sys","320250","OpenAVN Inc"
"FSFilter Anti-Virus","pavdrv.sys","320210","Panzor Cybersecurity"
"FSFilter Anti-Virus","rvsmon.sys","320200","CJSC Returnil Software"
"FSFilter Anti-Virus","KawachFsMinifilter.sys","320160","Sequretek IT"
"FSFilter Anti-Virus","securoFSD_x64.sys","320150","knowwheresoft Ltd"
"FSFilter Anti-Virus","securoFS.sys","320149","knowwheresoft Ltd"
"FSFilter Anti-Virus","WRAEKernel.sys","320112","Webroot Inc."
"FSFilter Anti-Virus","WRKrn.sys","320111","Webroot Inc."
"FSFilter Anti-Virus","WRCore.x64.sys","320110.99","Webroot Inc."
"FSFilter Anti-Virus","WRCore.x86.sys","320110.99","Webroot Inc."
"FSFilter Anti-Virus","ARCore.x64.sys","320110.98","Webroot Inc."
"FSFilter Anti-Virus","ARCore.x86.sys","320110.98","Webroot Inc."
"FSFilter Anti-Virus","WRCore.sys","320110","Webroot Inc."
"FSFilter Anti-Virus","ssfmonm.sys","320100","Webroot Software, Inc."
"FSFilter Anti-Virus","euimgprt.sys","320085.5","EaseUS"
"FSFilter Anti-Virus","ODFsFimFilter.sys","320070","Odyssey Cyber Security"
"FSFilter Anti-Virus","ODFsTokenFilter.sys","320061","Odyssey Cyber Security"
"FSFilter Anti-Virus","ODFsFilter.sys","320060","Odyssey Cyber Security"
"FSFilter Anti-Virus","vk_fsf.sys","320050","AxBx"
"FSFilter Anti-Virus","VirtualAgent.sys","320005","Symantec"
"FSFilter Replication","IntelCAS.sys","309100","Intel Corporation"
"FSFilter Replication","mvfs.sys","309000","IBM Corporation"
"FSFilter Replication","ExtVol.sys","307900.5","I-O DATA DEVICE, INC."
"FSFilter Replication","frxccd.sys","306000","FSLogix Inc."
"FSFilter Replication","dvfilter.sys","305002","Microsoft"
"FSFilter Replication","fsrecord.sys","305000","Microsoft"
"FSFilter Replication","esff.sys","304500","Beijing Cloudock Techn Co"
"FSFilter Replication","InstMon.sys","304201","Numecent Inc."
"FSFilter Replication","StreamingFSD.sys","304200","Numecent Inc."
"FSFilter Replication","ubcminifilterdriver.sys","304100","Ullmore Ltd."
"FSFilter Replication","replistor.sys","304000","Legato"
"FSFilter Replication","stfsd.sys","303900","Endeavors Technologies"
"FSFilter Replication","xomf.sys","303800","CA (XOSOFT)"
"FSFilter Replication","nfid.sys","303700","Neverfail Group Ltd"
"FSFilter Replication","sybfilter.sys","303600","Sybase, Inc."
"FSFilter Replication","rfsfilter.sys","303500","Evidian"
"FSFilter Replication","cvmfsj.sys","303400","CommVault Systems, Inc."
"FSFilter Replication","iOraFilter.sys","303300","Infonic plc"
"FSFilter Replication","bkbmfd32.sys (x86)","303200","BakBone Software, Inc"
"FSFilter Replication","bkbmfd64.sys (x64)","303200","BakBone Software, Inc"
"FSFilter Replication","mblvn.sys","303100","Packeteer"
"FSFilter Replication","AV12NFNT.sys","303000","AhnLab"
"FSFilter Replication","mDP_win_mini.sys","302900","Macro Impact"
"FSFilter Replication","ctxubs.sys","302800","Citrix Systems Inc."
"FSFilter Replication","rrepfsf.sys","302700","Rose Datasystems Inc"
"FSFilter Replication","zrbd.sys","302110.3","Shanghai Fangye Network"
"FSFilter Replication","zrbdlock.sys","302110.2","Shanghai Fangye Network"
"FSFilter Replication","wsyncd.sys","302100","WANFast LLC"
"FSFilter Replication","cbfsfilter2017.sys","301900","Super Flexible Software"
"FSFilter Replication","AxFilter.sys","301800","Axcient Inc."
"FSFilter Replication","vxfsrep.sys","301700","Symantec"
"FSFilter Replication","dellcapfd.sys","301600","Dell Inc."
"FSFilter Replication","Sptres.sys","301500","Safend"
"FSFilter Replication","OfficeBackup.sys","301400","Ushus Technologies"
"FSFilter Replication","LxFileMirror.sys","301350","Techit GmbH"
"FSFilter Replication","pcvnfilt.sys","301300","Blue Coat"
"FSFilter Replication","repdac.sys","301200","NSI"
"FSFilter Replication","repkap.sys","301100","NSI"
"FSFilter Replication","repdrv.sys","301000","NSI"
"FSFilter Continuous Backup","SyncODFA.sys","289010","Sync.com Inc"
"FSFilter Continuous Backup","File_monitor.sys","289000","Acronis"
"FSFilter Continuous Backup","Klcdp.sys","288900","Kaspersky Lab"
"FSFilter Continuous Backup","splitinfmon.sys","288800","Split Infinity"
"FSFilter Continuous Backup","versamatic.sys","288700","Acertant Tech"
"FSFilter Continuous Backup","Yfilemon.sys","288690","Yarisoft"
"FSFilter Continuous Backup","ibac.sys","288600","Idealstor, LLC."
"FSFilter Continuous Backup","fkdriver.sys","288500","Filekeeper"
"FSFilter Continuous Backup","AAFileFilter.sys","288300","Dell Inc."
"FSFilter Continuous Backup","cbfilter20.sys","288290.5","Mobile Content mgmt"
"FSFilter Continuous Backup","hyperoo.sys","288400","Hyperoo Ltd"
"FSFilter Continuous Backup","EioHelium.sys","287777.5","Elastio Software Inc"
"FSFilter Continuous Backup","HyperBacCA.sys","285000","Red Gate Software Ltd"
"FSFilter Continuous Backup","ZMSFsFltr.sys","284400","Zenith InfoTech"
"FSFilter Continuous Backup","AlfaSC.sys","284300","Alfa Corporation"
"FSFilter Continuous Backup","hie_ifs.sys","284200","Hie Electronics, Inc."
"FSFilter Continuous Backup","cbfilter20.sys","284150.5","Datto Inc"
"FSFilter Continuous Backup","AAFs.sys","284100","AppAssure Software"
"FSFilter Continuous Backup","defilter.sys (old)","284000","Microsoft"
"FSFilter Continuous Backup","aFsvDrv.sys","283100","ITSTATION Inc"
"FSFilter Continuous Backup","tilana.sys","283000","Tilana Sys"
"FSFilter Continuous Backup","VmDPFilter.sys","282900","Macro Impact"
"FSFilter Continuous Backup","LbFilter.sys","281700","Linkverse S.r.l."
"FSFilter Continuous Backup","fbsfd.sys","281600","Ferro Software"
"FSFilter Continuous Backup","dupleemf.sys","281500","Duplee SPI, S.L."
"FSFilter Continuous Backup","file_tracker.sys","281420","Acronis Inc."
"FSFilter Continuous Backup","exbackup.sys","281410","Acronis Inc."
"FSFilter Continuous Backup","afcdp.sys","281400","Acronis Inc."
"FSFilter Continuous Backup","dcefltr.sys","281300","Cofio Software Ltd"
"FSFilter Continuous Backup","ipmrsync_mfilter.sys","281200","OpenMars Enterprises"
"FSFilter Continuous Backup","cascade.sys","281100","JP Software"
"FSFilter Continuous Backup","filearchive.sys","281000","Code Mortem"
"FSFilter Continuous Backup","syscdp.sys","280900","System OK AB"
"FSFilter Continuous Backup","dpnedriver.sys   (x86)","280850","HP"
"FSFilter Continuous Backup","dpnedriver64.sys (x64)","280850","HP"
"FSFilter Continuous Backup","hpchgflt.sys","280800","HP"
"FSFilter Continuous Backup","VirtFile.sys","280700","Veritas"
"FSFilter Continuous Backup","DeqoCPS.sys","280600","Deqo"
"FSFilter Continuous Backup","LV_Tracker.sys","280500","LiveVault"
"FSFilter Continuous Backup","cpbak.sys","280410","Checkpoint Software"
"FSFilter Continuous Backup","tdmonxp.sys","280400","TimeData"
"FSFilter Continuous Backup","nvfr_cpd","280310","Bakbone Software Inc."
"FSFilter Continuous Backup","nvfr_fdd","280300","Bakbone Software Inc."
"FSFilter Continuous Backup","Sptbkp.sys","280290","Safend"
"FSFilter Continuous Backup","accessmonitor.sys","280280","Briljant Ekonomisystem"
"FSFilter Security Content Screener","upfilt.sys","273500.5","Upsight Security Inc."
"FSFilter Content Screener","QDocumentDPI.sys","268600.5","Bicdroid Inc"
"FSFilter Content Screener","anrfsdrv.sys","268500","ANR Co. LTD."
"FSFilter Content Screener","wzProcCut.sys","268350.875","ITSTATION Inc."
"FSFilter Content Screener","taResource.sys","268350.75","ITSTATION Inc."
"FSFilter Content Screener","wzPrtProc.sys","268350.5","ITSTATION Inc."
"FSFilter Content Screener","taExeScanner.sys","268350","ITSTATION Inc."
"FSFilter Content Screener","GuardFSFlt.sys","268340","ProShield"
"FSFilter Content Screener","usbguard.sys","268330","HangZhou Tease Tech"
"FSFilter Content Screener","gibepdevflt.sys","268320","Group-IB LTD"
"FSFilter Content Screener","EffeDriver.sys","268310","DROVA"
"FSFilter Content Screener","Klshadow.sys","268300","Kaspersky Lab"
"FSFilter Content Screener","TN28.sys","268290","ID Authentication Tech"
"FSFilter Content Screener","PGDriver.sys","268280","Avecto Ltd"
"FSFilter Content Screener","itseczvdb.sys","268270","Innotium Inc"
"FSFilter Content Screener","unimon.sys","268265.5","Unify Technologies"
"FSFilter Content Screener","isarsd.sys","268260","ISARS"
"FSFilter Content Screener","zeoscanner.sys","268255","PCKeeper"
"FSFilter Content Screener","fileHiders.sys","268250","PCKeeper"
"FSFilter Content Screener","cbfltfs4-ObserveIT.sys","268240","ObserveIT"
"FSFilter Content Screener","hipara.sys","268230","Allsum LLC"
"FSFilter Content Screener","AliFileMonitorDriver.sys","268220","Alibaba"
"FSFilter Content Screener","writeGuard.sys","268210","TCXA Ltd."
"FSFilter Content Screener","KKUDKProtectKer.sys","268200","Goldmessage technology co., Ltd."
"FSFilter Content Screener","HAWKFIMInt.sys","268190","HAWK Network Defense"
"FSFilter Content Screener","esaccctl.sys","268180","EgoSecure GmbH"
"FSFilter Content Screener","WSguard.sys","268170","Wiper Software UAB"
"FSFilter Content Screener","Atomizer.sys","268160","DragonFlyCodeWorks"
"FSFilter Content Screener","farwflt.sys","268150","Malwarebytes"
"FSFilter Content Screener","ADSpiderEx2.sys","268140","Digitalonnet"
"FSFilter Content Screener","sdfilter.sys","268130","Igor Zorkov"
"FSFilter Content Screener","Safe.sys","268120",""
"FSFilter Content Screener","mydlpdelete-scanner.sys","268110","Medra Teknoloji"
"FSFilter Content Screener","mydlpscanner.sys","268100","Medra Teknoloji"
"FSFilter Content Screener","VrMacFlt.sys","268080","Hauri Inc"
"FSFilter Content Screener","hnpro.sys","268040","Solupia"
"FSFilter Content Screener","DLDriverNetMini.sys","268030","DeviceLock Inc"
"FSFilter Content Screener","ENFFLTDRV.sys","268020","Enforcive Systems"
"FSFilter Content Screener","imagentpg.sys","268012","Infomaximum"
"FSFilter Content Screener","crocopg.sys","268010","Infomaximum"
"FSFilter Content Screener","sbapifs.sys","268000","Sunbelt Software"
"FSFilter Content Screener","cptram64.sys","267960.5","Visual Click Software, Inc."
"FSFilter Content Screener","H6kernNT.sys","267920","H6N Technologies LLC"
"FSFilter Content Screener","SGKD32.SYS","267910","NetSection Security"
"FSFilter Content Screener","IccFilter.sys","267900","NEC System Technologies"
"FSFilter Content Screener","tflbc.sys","267800","Tani Electronics Corporation"
"FSFilter Content Screener","CyDlpFlt.sys","267400.5","Cyera Ltd."
"FSFilter Content Screener","ArmFlt.sys","267000","Armor Antivirus"
"FSFilter Content Screener","WBDrv.sys","266700","Axiana LLC"
"FSFilter Content Screener","DMSamFilter.sys","266600","Digimarc Corp."
"FSFilter Content Screener","mumbl.sys","266540","ZenmuTech Inc."
"FSFilter Content Screener","DLPDriverSmb.sys","266400.5","Acronis"
"FSFilter Content Screener","spiderfilter.sys","266250.5","Guangzhou Shizhen Information Technology Co.,Ltd"
"FSFilter Content Screener","5nine.cbt.sys","266100","5nine Software Inc."
"FSFilter Content Screener","bsfs.sys","266000","Quick Heal TechnologiesPvt. Ltd."
"FSFilter Content Screener","XXRegSFilter.sys","265910","Zhe Jiang Xinxin Software Tech."
"FSFilter Content Screener","XXSFilter.sys","265900","Zhe Jiang Xinxin Software Tech."
"FSFilter Content Screener","AloahaUSBBlocker.sys","265800","Wrocklage Intermedia"
"FSFilter Content Screener","frxdrv.sys","265700","FSLogix Inc."
"FSFilter Content Screener","upmAction.sys","265650.5","Citrix Systems"
"FSFilter Content Screener","FolderSecure.sys","265600","Max Secure Software"
"FSFilter Content Screener","XendowFLTC.sys","265570","Credant Technologies"
"FSFilter Content Screener","RepDac","265500","Vision Solutions"
"FSFilter Content Screener","tbbdriver.sys","265400","Tedesi"
"FSFilter Content Screener","spcgrd.sys","265300","FUJITSU BROAD SOLUTION"
"FSFilter Content Screener","fdtlock.sys","265250","FUJITSU BROAD SOLUTION & CONSULTING Inc."
"FSFilter Content Screener","ssfFSC.sys","265200","SECUWARE S.L."
"FSFilter Content Screener","GagSecurity.sys","265120","Beijing Shu Yan Science"
"FSFilter Content Screener","PrintDriver.sys","265110","Beijing Shu Yan Science"
"FSFilter Content Screener","activ.sys","265100","Rapidware Pty Ltd"
"FSFilter Content Screener","CysecaFlt.sys","265050.5","Cyseca Solutions Sdn Bhd"
"FSFilter Content Screener","avscan.sys","265010","Microsoft"
"FSFilter Content Screener","scanner.sys","265000","Microsoft"
"FSFilter Content Screener","DI_fs.sys","264910","Soft-SB"
"FSFilter Content Screener","wgnpos.sys","264900","Orchestria"
"FSFilter Content Screener","odfltr.sys","264810","NetClean Technologies"
"FSFilter Content Screener","ncpafltr.sys","264800","NetClean Technologies"
"FSFilter Content Screener","ct.sys","264700","Haute Secure"
"FSFilter Content Screener","fvefsmf.sys","264600","Fortisphere, Inc."
"FSFilter Content Screener","block.sys","264500","Autonomy Systems Limited"
"FSFilter Content Screener","csascr.sys","264400","Cisco Systems"
"FSFilter Content Screener","SymAFR.sys","264300","Symantec Corporation"
"FSFilter Content Screener","cwnep.sys","264200","Websense Inc."
"FSFilter Content Screener","spywareremover.sys","264150","C-Netmedia"
"FSFilter Content Screener","malwarebot.sys","264140","C-Netmedia"
"FSFilter Content Screener","antispywarebot.sys","264130","2Squared Inc."
"FSFilter Content Screener","adwarebot.sys","264120","AntiSpyware LLC"
"FSFilter Content Screener","antispyware.sys","264110","AntiSpyware LLC"
"FSFilter Content Screener","spywarebot.sys","264100","C-Netmedia"
"FSFilter Content Screener","nomp3.sys","264000","Hamish Speirs (private developer)"
"FSFilter Content Screener","dlfilter.sys","263900","Starfield Software"
"FSFilter Content Screener","sifsp.sys","263800","Secure Islands Technologies LTD"
"FSFilter Content Screener","DLFsFlt.sys","263700","CenterTools Software GmbH"
"FSFilter Content Screener","SamKeng.sys","263600","Syvik Co, Ltd."
"FSFilter Content Screener","rml.sys","263500","Logis IT Service Gmbh"
"FSFilter Content Screener","vfsmfd.sys","263410","Vontu Inc."
"FSFilter Content Screener","vfsmfd.sys","263400","Vontu Inc."
"FSFilter Content Screener","acfilter.sys","263300","Avalere, Inc."
"FSFilter Content Screener","psecfilter.sys","263200","MDI Laboratory, Inc."
"FSFilter Content Screener","SolRedirect.sys","263110","Soliton Systems"
"FSFilter Content Screener","solitkm.sys","263100","Soliton Systems"
"FSFilter Content Screener","ipcfs.sys","263000","NetVeda"
"FSFilter Content Screener","netgateav_access.sys","262910","NETGATE Tech. s.r.o."
"FSFilter Content Screener","spyemrg_access.sys","262900","NETGATE Tech. s.r.o."
"FSFilter Content Screener","pxrmcet.sys","262800","Proxure Inc."
"FSFilter Content Screener","EgisTecFF.sys","262700","Egis Technology Inc."
"FSFilter Content Screener","fgcpac.sys","262600","Fortres Grand Corp."
"FSFilter Content Screener","saappctl.sys","262510","SecureAge Technology"
"FSFilter Content Screener","sadlp.sys","262500","SecureAge Technology"
"FSFilter Content Screener","MtUsbBlockerFlt.sys","261420.5","Matisoft Cyber Security"
"FSFilter Content Screener","CRExecPrev.sys","262410","Cybereason"
"FSFilter Content Screener","PEG2.sys","262400","PE GUARD"
"FSFilter Content Screener","AdminRunFlt.sys","262300","Simon Jarvis"
"FSFilter Content Screener","wvscr.sys","262200","Chengdu Wei Tech Inc."
"FSFilter Content Screener","psepfilter.sys","262100","Absolute Software"
"FSFilter Content Screener","SAMDriver.sys","262000","Summit IT"
"FSFilter Content Screener","emrcore.sys","261920","Ivanti Inc"
"FSFilter Content Screener","wire_fsfilter.sys","261910","ThreatSpike Labs"
"FSFilter Content Screener","AMFileSystemFilter.sys","261900","AppSense Ltd"
"FSFilter Content Screener","mtflt.sys","261880","mTalos Inc."
"FSFilter Content Screener","nxrmflt.sys","261680","NextLabs, Inc."
"FSFilter Content Screener","RsFltScanner.sys","261400.5","SecuritySnares"
"FSFilter Content Screener","oc_fsfilter.sys","261300","Raiffeisen Bank Aval"
"FSFilter Content Screener","IslandDrv.sys","261250.5","Island Technology Inc."
"FSFilter Content Screener","hdlpflt.sys","261200","McAfee Inc."
"FSFilter Content Screener","CCFFilter.sys","261160","Microsoft"
"FSFilter Content Screener","cbafilt.sys","261150","Microsoft"
"FSFilter Content Screener","SmbBandwidthLimitFilter.sys","261110","Microsoft"
"FSFilter Content Screener","DfsrRo.sys","261100","Microsoft"
"FSFilter Content Screener","DataScrn.sys","261000","Microsoft"
"FSFilter Content Screener","ussdrv.sys","260950.5","Censornet Ltd"
"FSFilter Content Screener","ldusbro.sys","260900","LANDesk Inc."
"FSFilter Content Screener","FileScreenFilter.sys","260800","Veritas"
"FSFilter Content Screener","cpAcOnPnP.sys","260720","conpal GmbH"
"FSFilter Content Screener","cpsgfsmf.sys","260710","conpal GmbH"
